DocumentID,FileName,MIMEType,FileSize,UploadedDate,UploadedByID,ClientID,HistoryID,FolderID,LastUpdatedDate,LastUpdatedByID,LastUpdatedIPAddr,TypeDocumentID,TicketID,ContractID,RFStepID,ExtraID
4073B2D8-4CF0-4862-813B-0000A933D863,Artist North IDF (4).JPEG,image/jpeg,1050015,31:00.0,092D190C-B8FC-4EA9-98E4-56E24F3892BF,9C515E6E-3FCD-4182-827F-F780470D52ED,DFC2A384-F69A-424D-A367-0134B0B5B53D,NULL,31:00.1,092D190C-B8FC-4EA9-98E4-56E24F3892BF,65.141.237.18,5E1A50B3-AB8A-43ED-B902-0A648AA69C34,DFC2A384-F69A-424D-A367-0134B0B5B53D,NULL,NULL,
42AF73A8-EFD4-4639-833E-0001E481FB5D,20250722_110839.jpg,image/jpeg,2011198,38:14.4,C9D09C63-60DD-4E43-95D2-76CB846D9484,97980867-F210-44D7-8AC6-5EB936BF1DAB,NULL,NULL,38:14.7,C9D09C63-60DD-4E43-95D2-76CB846D9484,72.189.199.49,5E1A50B3-AB8A-43ED-B902-0A648AA69C34,NULL,NULL,NULL,ED8043F1-A718-487D-AB64-2C93C9D3DD31
